id,power_mod_id,car_id,engine_id,hp_gain,torque_nm_gain,notes
8436,1,1688,1688,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8437,3,1688,1688,6,10,"Catback exhaust for 143hp car = +6 hp"
8438,5,1688,1688,4,6,"Cold air intake for 143hp car = +4 hp"
8439,7,1688,1688,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8440,12,1688,1688,0,0,"LSD differential for 143hp car = +0 hp"
8441,1,1689,1689,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8442,3,1689,1689,6,10,"Catback exhaust for 143hp car = +6 hp"
8443,5,1689,1689,4,6,"Cold air intake for 143hp car = +4 hp"
8444,7,1689,1689,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8445,12,1689,1689,0,0,"LSD differential for 143hp car = +0 hp"
8446,1,1690,1690,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8447,3,1690,1690,6,10,"Catback exhaust for 143hp car = +6 hp"
8448,5,1690,1690,4,6,"Cold air intake for 143hp car = +4 hp"
8449,7,1690,1690,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8450,12,1690,1690,0,0,"LSD differential for 143hp car = +0 hp"
8451,1,1691,1691,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8452,3,1691,1691,6,10,"Catback exhaust for 143hp car = +6 hp"
8453,5,1691,1691,4,6,"Cold air intake for 143hp car = +4 hp"
8454,7,1691,1691,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8455,12,1691,1691,0,0,"LSD differential for 143hp car = +0 hp"
8456,1,1692,1692,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8457,3,1692,1692,6,10,"Catback exhaust for 143hp car = +6 hp"
8458,5,1692,1692,4,6,"Cold air intake for 143hp car = +4 hp"
8459,7,1692,1692,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8460,12,1692,1692,0,0,"LSD differential for 143hp car = +0 hp"
8461,1,1693,1693,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8462,3,1693,1693,6,10,"Catback exhaust for 143hp car = +6 hp"
8463,5,1693,1693,4,6,"Cold air intake for 143hp car = +4 hp"
8464,7,1693,1693,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8465,12,1693,1693,0,0,"LSD differential for 143hp car = +0 hp"
8466,1,1694,1694,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8467,3,1694,1694,6,10,"Catback exhaust for 143hp car = +6 hp"
8468,5,1694,1694,4,6,"Cold air intake for 143hp car = +4 hp"
8469,7,1694,1694,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8470,12,1694,1694,0,0,"LSD differential for 143hp car = +0 hp"
8471,1,1695,1695,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8472,3,1695,1695,6,10,"Catback exhaust for 143hp car = +6 hp"
8473,5,1695,1695,4,6,"Cold air intake for 143hp car = +4 hp"
8474,7,1695,1695,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8475,12,1695,1695,0,0,"LSD differential for 143hp car = +0 hp"
8476,1,1696,1696,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8477,3,1696,1696,6,10,"Catback exhaust for 143hp car = +6 hp"
8478,5,1696,1696,4,6,"Cold air intake for 143hp car = +4 hp"
8479,7,1696,1696,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8480,12,1696,1696,0,0,"LSD differential for 143hp car = +0 hp"
8481,1,1697,1697,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8482,3,1697,1697,6,10,"Catback exhaust for 143hp car = +6 hp"
8483,5,1697,1697,4,6,"Cold air intake for 143hp car = +4 hp"
8484,7,1697,1697,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8485,12,1697,1697,0,0,"LSD differential for 143hp car = +0 hp"
8486,1,1698,1698,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8487,3,1698,1698,6,10,"Catback exhaust for 143hp car = +6 hp"
8488,5,1698,1698,4,6,"Cold air intake for 143hp car = +4 hp"
8489,7,1698,1698,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8490,12,1698,1698,0,0,"LSD differential for 143hp car = +0 hp"
8491,1,1699,1699,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8492,3,1699,1699,6,10,"Catback exhaust for 143hp car = +6 hp"
8493,5,1699,1699,4,6,"Cold air intake for 143hp car = +4 hp"
8494,7,1699,1699,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8495,12,1699,1699,0,0,"LSD differential for 143hp car = +0 hp"
8496,1,1700,1700,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8497,3,1700,1700,6,10,"Catback exhaust for 143hp car = +6 hp"
8498,5,1700,1700,4,6,"Cold air intake for 143hp car = +4 hp"
8499,7,1700,1700,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8500,12,1700,1700,0,0,"LSD differential for 143hp car = +0 hp"
8501,1,1701,1701,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8502,3,1701,1701,6,10,"Catback exhaust for 143hp car = +6 hp"
8503,5,1701,1701,4,6,"Cold air intake for 143hp car = +4 hp"
8504,7,1701,1701,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8505,12,1701,1701,0,0,"LSD differential for 143hp car = +0 hp"
8506,1,1702,1702,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8507,3,1702,1702,6,10,"Catback exhaust for 143hp car = +6 hp"
8508,5,1702,1702,4,6,"Cold air intake for 143hp car = +4 hp"
8509,7,1702,1702,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8510,12,1702,1702,0,0,"LSD differential for 143hp car = +0 hp"
8511,1,1703,1703,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8512,3,1703,1703,6,10,"Catback exhaust for 143hp car = +6 hp"
8513,5,1703,1703,4,6,"Cold air intake for 143hp car = +4 hp"
8514,7,1703,1703,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8515,12,1703,1703,0,0,"LSD differential for 143hp car = +0 hp"
8516,1,1704,1704,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8517,3,1704,1704,6,10,"Catback exhaust for 143hp car = +6 hp"
8518,5,1704,1704,4,6,"Cold air intake for 143hp car = +4 hp"
8519,7,1704,1704,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8520,12,1704,1704,0,0,"LSD differential for 143hp car = +0 hp"
8521,1,1705,1705,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8522,3,1705,1705,6,10,"Catback exhaust for 143hp car = +6 hp"
8523,5,1705,1705,4,6,"Cold air intake for 143hp car = +4 hp"
8524,7,1705,1705,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8525,12,1705,1705,0,0,"LSD differential for 143hp car = +0 hp"
8526,1,1706,1706,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8527,3,1706,1706,6,10,"Catback exhaust for 143hp car = +6 hp"
8528,5,1706,1706,4,6,"Cold air intake for 143hp car = +4 hp"
8529,7,1706,1706,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8530,12,1706,1706,0,0,"LSD differential for 143hp car = +0 hp"
8531,1,1707,1707,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8532,3,1707,1707,6,10,"Catback exhaust for 143hp car = +6 hp"
8533,5,1707,1707,4,6,"Cold air intake for 143hp car = +4 hp"
8534,7,1707,1707,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8535,12,1707,1707,0,0,"LSD differential for 143hp car = +0 hp"
8536,1,1708,1708,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8537,3,1708,1708,6,10,"Catback exhaust for 143hp car = +6 hp"
8538,5,1708,1708,4,6,"Cold air intake for 143hp car = +4 hp"
8539,7,1708,1708,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8540,12,1708,1708,0,0,"LSD differential for 143hp car = +0 hp"
8541,1,1709,1709,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8542,3,1709,1709,6,10,"Catback exhaust for 143hp car = +6 hp"
8543,5,1709,1709,4,6,"Cold air intake for 143hp car = +4 hp"
8544,7,1709,1709,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8545,12,1709,1709,0,0,"LSD differential for 143hp car = +0 hp"
8546,1,1710,1710,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8547,3,1710,1710,6,10,"Catback exhaust for 143hp car = +6 hp"
8548,5,1710,1710,4,6,"Cold air intake for 143hp car = +4 hp"
8549,7,1710,1710,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8550,12,1710,1710,0,0,"LSD differential for 143hp car = +0 hp"
8551,1,1711,1711,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8552,3,1711,1711,6,10,"Catback exhaust for 143hp car = +6 hp"
8553,5,1711,1711,4,6,"Cold air intake for 143hp car = +4 hp"
8554,7,1711,1711,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8555,12,1711,1711,0,0,"LSD differential for 143hp car = +0 hp"
8556,1,1712,1712,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8557,3,1712,1712,6,10,"Catback exhaust for 143hp car = +6 hp"
8558,5,1712,1712,4,6,"Cold air intake for 143hp car = +4 hp"
8559,7,1712,1712,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8560,12,1712,1712,0,0,"LSD differential for 143hp car = +0 hp"
8561,1,1713,1713,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8562,3,1713,1713,6,10,"Catback exhaust for 143hp car = +6 hp"
8563,5,1713,1713,4,6,"Cold air intake for 143hp car = +4 hp"
8564,7,1713,1713,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8565,12,1713,1713,0,0,"LSD differential for 143hp car = +0 hp"
8566,1,1714,1714,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8567,3,1714,1714,6,10,"Catback exhaust for 143hp car = +6 hp"
8568,5,1714,1714,4,6,"Cold air intake for 143hp car = +4 hp"
8569,7,1714,1714,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8570,12,1714,1714,0,0,"LSD differential for 143hp car = +0 hp"
8571,1,1715,1715,15,25,"Stage 1 ECU for 143hp car = +15 hp"
8572,3,1715,1715,6,10,"Catback exhaust for 143hp car = +6 hp"
8573,5,1715,1715,4,6,"Cold air intake for 143hp car = +4 hp"
8574,7,1715,1715,0,0,"Intercooler upgrade for 143hp car = +0 hp"
8575,12,1715,1715,0,0,"LSD differential for 143hp car = +0 hp"
8576,1,1716,1716,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8577,3,1716,1716,6,10,"Catback exhaust for 163hp car = +6 hp"
8578,5,1716,1716,4,6,"Cold air intake for 163hp car = +4 hp"
8579,7,1716,1716,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8580,12,1716,1716,0,0,"LSD differential for 163hp car = +0 hp"
8581,1,1717,1717,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8582,3,1717,1717,6,10,"Catback exhaust for 163hp car = +6 hp"
8583,5,1717,1717,4,6,"Cold air intake for 163hp car = +4 hp"
8584,7,1717,1717,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8585,12,1717,1717,0,0,"LSD differential for 163hp car = +0 hp"
8586,1,1718,1718,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8587,3,1718,1718,6,10,"Catback exhaust for 163hp car = +6 hp"
8588,5,1718,1718,4,6,"Cold air intake for 163hp car = +4 hp"
8589,7,1718,1718,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8590,12,1718,1718,0,0,"LSD differential for 163hp car = +0 hp"
8591,1,1719,1719,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8592,3,1719,1719,6,10,"Catback exhaust for 163hp car = +6 hp"
8593,5,1719,1719,4,6,"Cold air intake for 163hp car = +4 hp"
8594,7,1719,1719,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8595,12,1719,1719,0,0,"LSD differential for 163hp car = +0 hp"
8596,1,1720,1720,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8597,3,1720,1720,6,10,"Catback exhaust for 163hp car = +6 hp"
8598,5,1720,1720,4,6,"Cold air intake for 163hp car = +4 hp"
8599,7,1720,1720,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8600,12,1720,1720,0,0,"LSD differential for 163hp car = +0 hp"
8601,1,1721,1721,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8602,3,1721,1721,6,10,"Catback exhaust for 163hp car = +6 hp"
8603,5,1721,1721,4,6,"Cold air intake for 163hp car = +4 hp"
8604,7,1721,1721,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8605,12,1721,1721,0,0,"LSD differential for 163hp car = +0 hp"
8606,1,1722,1722,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8607,3,1722,1722,6,10,"Catback exhaust for 163hp car = +6 hp"
8608,5,1722,1722,4,6,"Cold air intake for 163hp car = +4 hp"
8609,7,1722,1722,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8610,12,1722,1722,0,0,"LSD differential for 163hp car = +0 hp"
8611,1,1723,1723,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8612,3,1723,1723,6,10,"Catback exhaust for 163hp car = +6 hp"
8613,5,1723,1723,4,6,"Cold air intake for 163hp car = +4 hp"
8614,7,1723,1723,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8615,12,1723,1723,0,0,"LSD differential for 163hp car = +0 hp"
8616,1,1724,1724,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8617,3,1724,1724,6,10,"Catback exhaust for 163hp car = +6 hp"
8618,5,1724,1724,4,6,"Cold air intake for 163hp car = +4 hp"
8619,7,1724,1724,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8620,12,1724,1724,0,0,"LSD differential for 163hp car = +0 hp"
8621,1,1725,1725,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8622,3,1725,1725,6,10,"Catback exhaust for 163hp car = +6 hp"
8623,5,1725,1725,4,6,"Cold air intake for 163hp car = +4 hp"
8624,7,1725,1725,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8625,12,1725,1725,0,0,"LSD differential for 163hp car = +0 hp"
8626,1,1726,1726,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8627,3,1726,1726,6,10,"Catback exhaust for 163hp car = +6 hp"
8628,5,1726,1726,4,6,"Cold air intake for 163hp car = +4 hp"
8629,7,1726,1726,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8630,12,1726,1726,0,0,"LSD differential for 163hp car = +0 hp"
8631,1,1727,1727,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8632,3,1727,1727,6,10,"Catback exhaust for 163hp car = +6 hp"
8633,5,1727,1727,4,6,"Cold air intake for 163hp car = +4 hp"
8634,7,1727,1727,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8635,12,1727,1727,0,0,"LSD differential for 163hp car = +0 hp"
8636,1,1728,1728,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8637,3,1728,1728,6,10,"Catback exhaust for 163hp car = +6 hp"
8638,5,1728,1728,4,6,"Cold air intake for 163hp car = +4 hp"
8639,7,1728,1728,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8640,12,1728,1728,0,0,"LSD differential for 163hp car = +0 hp"
8641,1,1729,1729,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8642,3,1729,1729,6,10,"Catback exhaust for 163hp car = +6 hp"
8643,5,1729,1729,4,6,"Cold air intake for 163hp car = +4 hp"
8644,7,1729,1729,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8645,12,1729,1729,0,0,"LSD differential for 163hp car = +0 hp"
8646,1,1730,1730,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8647,3,1730,1730,6,10,"Catback exhaust for 163hp car = +6 hp"
8648,5,1730,1730,4,6,"Cold air intake for 163hp car = +4 hp"
8649,7,1730,1730,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8650,12,1730,1730,0,0,"LSD differential for 163hp car = +0 hp"
8651,1,1731,1731,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8652,3,1731,1731,6,10,"Catback exhaust for 163hp car = +6 hp"
8653,5,1731,1731,4,6,"Cold air intake for 163hp car = +4 hp"
8654,7,1731,1731,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8655,12,1731,1731,0,0,"LSD differential for 163hp car = +0 hp"
8656,1,1732,1732,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8657,3,1732,1732,6,10,"Catback exhaust for 163hp car = +6 hp"
8658,5,1732,1732,4,6,"Cold air intake for 163hp car = +4 hp"
8659,7,1732,1732,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8660,12,1732,1732,0,0,"LSD differential for 163hp car = +0 hp"
8661,1,1733,1733,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8662,3,1733,1733,6,10,"Catback exhaust for 163hp car = +6 hp"
8663,5,1733,1733,4,6,"Cold air intake for 163hp car = +4 hp"
8664,7,1733,1733,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8665,12,1733,1733,0,0,"LSD differential for 163hp car = +0 hp"
8666,1,1734,1734,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8667,3,1734,1734,6,10,"Catback exhaust for 163hp car = +6 hp"
8668,5,1734,1734,4,6,"Cold air intake for 163hp car = +4 hp"
8669,7,1734,1734,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8670,12,1734,1734,0,0,"LSD differential for 163hp car = +0 hp"
8671,1,1735,1735,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8672,3,1735,1735,6,10,"Catback exhaust for 163hp car = +6 hp"
8673,5,1735,1735,4,6,"Cold air intake for 163hp car = +4 hp"
8674,7,1735,1735,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8675,12,1735,1735,0,0,"LSD differential for 163hp car = +0 hp"
8676,1,1736,1736,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8677,3,1736,1736,6,10,"Catback exhaust for 163hp car = +6 hp"
8678,5,1736,1736,4,6,"Cold air intake for 163hp car = +4 hp"
8679,7,1736,1736,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8680,12,1736,1736,0,0,"LSD differential for 163hp car = +0 hp"
8681,1,1737,1737,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8682,3,1737,1737,6,10,"Catback exhaust for 163hp car = +6 hp"
8683,5,1737,1737,4,6,"Cold air intake for 163hp car = +4 hp"
8684,7,1737,1737,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8685,12,1737,1737,0,0,"LSD differential for 163hp car = +0 hp"
8686,1,1738,1738,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8687,3,1738,1738,6,10,"Catback exhaust for 163hp car = +6 hp"
8688,5,1738,1738,4,6,"Cold air intake for 163hp car = +4 hp"
8689,7,1738,1738,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8690,12,1738,1738,0,0,"LSD differential for 163hp car = +0 hp"
8691,1,1739,1739,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8692,3,1739,1739,6,10,"Catback exhaust for 163hp car = +6 hp"
8693,5,1739,1739,4,6,"Cold air intake for 163hp car = +4 hp"
8694,7,1739,1739,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8695,12,1739,1739,0,0,"LSD differential for 163hp car = +0 hp"
8696,1,1740,1740,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8697,3,1740,1740,6,10,"Catback exhaust for 163hp car = +6 hp"
8698,5,1740,1740,4,6,"Cold air intake for 163hp car = +4 hp"
8699,7,1740,1740,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8700,12,1740,1740,0,0,"LSD differential for 163hp car = +0 hp"
8701,1,1741,1741,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8702,3,1741,1741,6,10,"Catback exhaust for 163hp car = +6 hp"
8703,5,1741,1741,4,6,"Cold air intake for 163hp car = +4 hp"
8704,7,1741,1741,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8705,12,1741,1741,0,0,"LSD differential for 163hp car = +0 hp"
8706,1,1742,1742,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8707,3,1742,1742,6,10,"Catback exhaust for 163hp car = +6 hp"
8708,5,1742,1742,4,6,"Cold air intake for 163hp car = +4 hp"
8709,7,1742,1742,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8710,12,1742,1742,0,0,"LSD differential for 163hp car = +0 hp"
8711,1,1743,1743,15,25,"Stage 1 ECU for 163hp car = +15 hp"
8712,3,1743,1743,6,10,"Catback exhaust for 163hp car = +6 hp"
8713,5,1743,1743,4,6,"Cold air intake for 163hp car = +4 hp"
8714,7,1743,1743,0,0,"Intercooler upgrade for 163hp car = +0 hp"
8715,12,1743,1743,0,0,"LSD differential for 163hp car = +0 hp"
8716,1,1744,1744,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8717,3,1744,1744,8,12,"Catback exhaust for 184hp car = +8 hp"
8718,5,1744,1744,5,8,"Cold air intake for 184hp car = +5 hp"
8719,7,1744,1744,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8720,12,1744,1744,0,0,"LSD differential for 184hp car = +0 hp"
8721,1,1745,1745,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8722,3,1745,1745,8,12,"Catback exhaust for 184hp car = +8 hp"
8723,5,1745,1745,5,8,"Cold air intake for 184hp car = +5 hp"
8724,7,1745,1745,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8725,12,1745,1745,0,0,"LSD differential for 184hp car = +0 hp"
8726,1,1746,1746,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8727,3,1746,1746,8,12,"Catback exhaust for 184hp car = +8 hp"
8728,5,1746,1746,5,8,"Cold air intake for 184hp car = +5 hp"
8729,7,1746,1746,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8730,12,1746,1746,0,0,"LSD differential for 184hp car = +0 hp"
8731,1,1747,1747,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8732,3,1747,1747,8,12,"Catback exhaust for 184hp car = +8 hp"
8733,5,1747,1747,5,8,"Cold air intake for 184hp car = +5 hp"
8734,7,1747,1747,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8735,12,1747,1747,0,0,"LSD differential for 184hp car = +0 hp"
8736,1,1748,1748,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8737,3,1748,1748,8,12,"Catback exhaust for 184hp car = +8 hp"
8738,5,1748,1748,5,8,"Cold air intake for 184hp car = +5 hp"
8739,7,1748,1748,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8740,12,1748,1748,0,0,"LSD differential for 184hp car = +0 hp"
8741,1,1749,1749,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8742,3,1749,1749,8,12,"Catback exhaust for 184hp car = +8 hp"
8743,5,1749,1749,5,8,"Cold air intake for 184hp car = +5 hp"
8744,7,1749,1749,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8745,12,1749,1749,0,0,"LSD differential for 184hp car = +0 hp"
8746,1,1750,1750,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8747,3,1750,1750,8,12,"Catback exhaust for 184hp car = +8 hp"
8748,5,1750,1750,5,8,"Cold air intake for 184hp car = +5 hp"
8749,7,1750,1750,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8750,12,1750,1750,0,0,"LSD differential for 184hp car = +0 hp"
8751,1,1751,1751,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8752,3,1751,1751,8,12,"Catback exhaust for 184hp car = +8 hp"
8753,5,1751,1751,5,8,"Cold air intake for 184hp car = +5 hp"
8754,7,1751,1751,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8755,12,1751,1751,0,0,"LSD differential for 184hp car = +0 hp"
8756,1,1752,1752,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8757,3,1752,1752,8,12,"Catback exhaust for 184hp car = +8 hp"
8758,5,1752,1752,5,8,"Cold air intake for 184hp car = +5 hp"
8759,7,1752,1752,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8760,12,1752,1752,0,0,"LSD differential for 184hp car = +0 hp"
8761,1,1753,1753,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8762,3,1753,1753,8,12,"Catback exhaust for 184hp car = +8 hp"
8763,5,1753,1753,5,8,"Cold air intake for 184hp car = +5 hp"
8764,7,1753,1753,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8765,12,1753,1753,0,0,"LSD differential for 184hp car = +0 hp"
8766,1,1754,1754,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8767,3,1754,1754,8,12,"Catback exhaust for 184hp car = +8 hp"
8768,5,1754,1754,5,8,"Cold air intake for 184hp car = +5 hp"
8769,7,1754,1754,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8770,12,1754,1754,0,0,"LSD differential for 184hp car = +0 hp"
8771,1,1755,1755,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8772,3,1755,1755,8,12,"Catback exhaust for 184hp car = +8 hp"
8773,5,1755,1755,5,8,"Cold air intake for 184hp car = +5 hp"
8774,7,1755,1755,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8775,12,1755,1755,0,0,"LSD differential for 184hp car = +0 hp"
8776,1,1756,1756,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8777,3,1756,1756,8,12,"Catback exhaust for 184hp car = +8 hp"
8778,5,1756,1756,5,8,"Cold air intake for 184hp car = +5 hp"
8779,7,1756,1756,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8780,12,1756,1756,0,0,"LSD differential for 184hp car = +0 hp"
8781,1,1757,1757,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8782,3,1757,1757,8,12,"Catback exhaust for 184hp car = +8 hp"
8783,5,1757,1757,5,8,"Cold air intake for 184hp car = +5 hp"
8784,7,1757,1757,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8785,12,1757,1757,0,0,"LSD differential for 184hp car = +0 hp"
8786,1,1758,1758,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8787,3,1758,1758,8,12,"Catback exhaust for 184hp car = +8 hp"
8788,5,1758,1758,5,8,"Cold air intake for 184hp car = +5 hp"
8789,7,1758,1758,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8790,12,1758,1758,0,0,"LSD differential for 184hp car = +0 hp"
8791,1,1759,1759,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8792,3,1759,1759,8,12,"Catback exhaust for 184hp car = +8 hp"
8793,5,1759,1759,5,8,"Cold air intake for 184hp car = +5 hp"
8794,7,1759,1759,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8795,12,1759,1759,0,0,"LSD differential for 184hp car = +0 hp"
8796,1,1760,1760,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8797,3,1760,1760,8,12,"Catback exhaust for 184hp car = +8 hp"
8798,5,1760,1760,5,8,"Cold air intake for 184hp car = +5 hp"
8799,7,1760,1760,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8800,12,1760,1760,0,0,"LSD differential for 184hp car = +0 hp"
8801,1,1761,1761,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8802,3,1761,1761,8,12,"Catback exhaust for 184hp car = +8 hp"
8803,5,1761,1761,5,8,"Cold air intake for 184hp car = +5 hp"
8804,7,1761,1761,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8805,12,1761,1761,0,0,"LSD differential for 184hp car = +0 hp"
8806,1,1762,1762,20,35,"Stage 1 ECU for 184hp car = +20 hp"
8807,3,1762,1762,8,12,"Catback exhaust for 184hp car = +8 hp"
8808,5,1762,1762,5,8,"Cold air intake for 184hp car = +5 hp"
8809,7,1762,1762,8,12,"Intercooler upgrade for 184hp car = +8 hp"
8810,12,1762,1762,0,0,"LSD differential for 184hp car = +0 hp"
