id,car_id,engine_id,power_hp,torque_nm,Accel_0-100,top_speed
1405,1405,1405,190,400,"7,9 ",230
1406,1406,1406,190,400,"7,8 ",226
1407,1407,1407,190,400,"7,8 ",226
1408,1408,1408,190,400,"7,8 ",226
1409,1409,1409,190,400,"7,8 ",225
1410,1410,1410,190,400,"7,8 ",225
1411,1411,1411,190,400,"7,8 ",225
1412,1412,1412,190,400,"7,8 ",230
1413,1413,1413,190,400,"7,7 ",226
1414,1414,1414,190,400,"7,8 ",230
1415,1415,1415,190,400,"7,7 ",225
1416,1416,1416,190,400,"7,9 ",230
1417,1417,1417,190,400,"7,9 ",230
1418,1418,1418,190,400,"7,9 ",230
1419,1419,1419,190,400,"7,8 ",226
1420,1420,1420,190,400,"7,8 ",226
1421,1421,1421,190,400,"7,8 ",226
1422,1422,1422,190,400,"7,8 ",225
1423,1423,1423,190,400,"7,8 ",225
1424,1424,1424,190,400,"7,8 ",225
1425,1425,1425,190,400,"7,8 ",230
1426,1426,1426,190,400,"7,7 ",226
1427,1427,1427,190,400,"7,8 ",230
1428,1428,1428,190,400,"7,7 ",225
1429,1429,1429,190,400,"7,9 ",230
1430,1430,1430,190,400,"7,9 ",230
1431,1431,1431,190,400,"7,9 ",230
1432,1432,1432,190,400,"7,8 ",226
1433,1433,1433,190,400,"7,8 ",226
1434,1434,1434,190,400,"7,8 ",226
1435,1435,1435,190,400,"7,8 ",225
1436,1436,1436,190,400,"7,8 ",225
1437,1437,1437,190,400,"7,8 ",225
1438,1438,1438,190,400,"7,8 ",230
1439,1439,1439,190,400,"7,7 ",226
1440,1440,1440,190,400,"7,8 ",230
1441,1441,1441,190,400,"7,7 ",225
1442,1442,1442,190,400,"7,9 ",230
1443,1443,1443,190,400,"7,9 ",230
1444,1444,1444,190,400,"7,9 ",230
1445,1445,1445,190,400,"7,8 ",226
1446,1446,1446,190,400,"7,8 ",226
1447,1447,1447,190,400,"7,8 ",226
1448,1448,1448,190,400,"7,8 ",225
1449,1449,1449,190,400,"7,8 ",225
1450,1450,1450,190,400,"7,8 ",225
1451,1451,1451,190,400,"7,8 ",230
1452,1452,1452,190,400,"7,7 ",226
1453,1453,1453,190,400,"7,8 ",230
1454,1454,1454,190,400,"7,7 ",225
1455,1455,1455,190,400,"7,9 ",230
1456,1456,1456,190,400,"7,9 ",230
1457,1457,1457,190,400,"7,9 ",230
1458,1458,1458,190,400,"7,8 ",226
1459,1459,1459,190,400,"7,8 ",226
1460,1460,1460,190,400,"7,8 ",226
1461,1461,1461,190,400,"7,8 ",225
1462,1462,1462,190,400,"7,8 ",225
1463,1463,1463,190,400,"7,8 ",225
1464,1464,1464,224,450,"6,4 ",240
1465,1465,1465,224,450,"6,4 ",240
1466,1466,1466,224,450,"6,4 ",240
1467,1467,1467,224,450,"6,4 ",240
1468,1468,1468,258,560,"5,7 ",250
1469,1469,1469,258,560,"5,4 ",250
1470,1470,1470,258,560,"5,7 ",250
1471,1471,1471,258,560,"5,7 ",250
1472,1472,1472,258,560,"5,7 ",250
1473,1473,1473,258,560,"5,4 ",250
1474,1474,1474,258,560,"5,4 ",250
1475,1475,1475,258,560,"5,4 ",250
1476,1476,1476,258,560,"5,7 ",250
1477,1477,1477,258,560,"5,4 ",250
1478,1478,1478,258,560,"5,7 ",250
1479,1479,1479,258,560,"5,7 ",250
1480,1480,1480,258,560,"5,7 ",250
1481,1481,1481,258,560,"5,4 ",250
1482,1482,1482,258,560,"5,4 ",250
1483,1483,1483,258,560,"5,4 ",250
1484,1484,1484,258,560,"5,7 ",250
1485,1485,1485,258,560,"5,4 ",250
1486,1486,1486,258,560,"5,7 ",250
1487,1487,1487,258,560,"5,7 ",250
1488,1488,1488,258,560,"5,7 ",250
1489,1489,1489,258,560,"5,4 ",250
1490,1490,1490,258,560,"5,4 ",250
1491,1491,1491,258,560,"5,4 ",250
1492,1492,1492,258,560,"5,7 ",250
1493,1493,1493,258,560,"5,4 ",250
1494,1494,1494,258,560,"5,7 ",250
1495,1495,1495,258,560,"5,7 ",250
1496,1496,1496,258,560,"5,7 ",250
1497,1497,1497,258,560,"5,4 ",250
1498,1498,1498,258,560,"5,4 ",250
1499,1499,1499,258,560,"5,4 ",250
1500,1500,1500,313,630,"4,9 ",250
1501,1501,1501,313,630,"4,9 ",250
1502,1502,1502,313,630,"4,9 ",250
1503,1503,1503,313,630,"4,9 ",250
1504,1504,1504,313,630,"4,9 ",250
1505,1505,1505,313,630,"4,9 ",250
1506,1506,1506,313,630,"4,9 ",250
1507,1507,1507,313,630,"4,9 ",250
1508,1508,1508,313,630,"4,9 ",250
1509,1509,1509,313,630,"4,9 ",250
1510,1510,1510,313,630,"4,9 ",250
1511,1511,1511,313,630,"4,9 ",250
1512,1512,1512,313,630,"4,9 ",250
1513,1513,1513,136,220,"8,9 ",210
1514,1514,1514,136,220,"8,9 ",210
1515,1515,1515,136,220,"9,2 ",210
1516,1516,1516,136,220,"9,2 ",210
1517,1517,1517,136,220,"8,9 ",210
1518,1518,1518,136,220,"8,9 ",210
1519,1519,1519,136,220,"9,2 ",210
1520,1520,1520,136,220,"9,2 ",210
1521,1521,1521,136,220,"8,9 ",210
1522,1522,1522,136,220,"8,9 ",210
1523,1523,1523,136,220,"9,2 ",210
1524,1524,1524,136,220,"9,2 ",210
1525,1525,1525,136,220,"8,9 ",210
1526,1526,1526,136,220,"8,9 ",210
1527,1527,1527,136,220,"9,2 ",210
1528,1528,1528,136,220,"9,2 ",210
1529,1529,1529,136,220,"8,9 ",210
1530,1530,1530,136,220,"8,9 ",210
1531,1531,1531,136,220,"9,2 ",210
1532,1532,1532,136,220,"9,2 ",210
1533,1533,1533,170,250,"7,6 ",230
1534,1534,1534,170,250,"7,6 ",230
1535,1535,1535,170,250,"7,6 ",230
1536,1536,1536,170,250,"7,6 ",230
1537,1537,1537,170,250,"7,6 ",230
1538,1538,1538,170,250,"7,6 ",230
1539,1539,1539,170,250,"7,6 ",230
1540,1540,1540,170,250,"7,6 ",230
1541,1541,1541,170,250,"7,6 ",230
1542,1542,1542,170,250,"7,6 ",230
1543,1543,1543,184,270,"7,3 ",235
1544,1544,1544,184,270,"7,3 ",235
1545,1545,1545,184,270,"7,6 ",235
1546,1546,1546,184,270,"7,6 ",235
1547,1547,1547,184,270,"7,3 ",235
1548,1548,1548,184,270,"7,3 ",235
1549,1549,1549,184,270,"7,6 ",235
1550,1550,1550,184,270,"7,6 ",235
1551,1551,1551,184,270,"7,3 ",235
1552,1552,1552,184,270,"7,3 ",235
1553,1553,1553,184,270,"7,6 ",235
1554,1554,1554,184,270,"7,6 ",235
1555,1555,1555,184,270,"7,3 ",235
1556,1556,1556,184,270,"7,3 ",235
1557,1557,1557,184,270,"7,6 ",235
1558,1558,1558,184,270,"7,6 ",235
1559,1559,1559,184,270,"7,3 ",235
1560,1560,1560,184,270,"7,6 ",235
1561,1561,1561,184,270,"7,4 ",232
1562,1562,1562,184,270,"7,4 ",232
1563,1563,1563,184,270,"7,5 ",230
1564,1564,1564,184,270,"7,5 ",230
1565,1565,1565,184,270,"7,4 ",232
1566,1566,1566,184,270,"7,4 ",232
1567,1567,1567,184,270,"7,5 ",230
1568,1568,1568,184,270,"7,5 ",230
1569,1569,1569,184,270,"7,4 ",232
1570,1570,1570,184,270,"7,4 ",232
1571,1571,1571,184,270,"7,5 ",230
1572,1572,1572,184,270,"7,5 ",230
1573,1573,1573,184,270,"7,4 ",232
1574,1574,1574,184,270,"7,4 ",232
1575,1575,1575,184,270,"7,5 ",230
1576,1576,1576,184,270,"7,5 ",230
1577,1577,1577,184,270,"7,4 ",232
1578,1578,1578,184,270,"7,5 ",230
1579,1579,1579,245,350,"5,9 ",250
1580,1580,1580,245,350,"5,9 ",250
1581,1581,1581,245,350,"6,1 ",250
1582,1582,1582,245,350,"6,1 ",250
1583,1583,1583,245,350,"5,9 ",250
1584,1584,1584,245,350,"5,9 ",250
1585,1585,1585,245,350,"6,1 ",250
1586,1586,1586,245,350,"6,1 ",250
1587,1587,1587,245,350,"5,9 ",250
1588,1588,1588,245,350,"5,9 ",250
1589,1589,1589,245,350,"6,1 ",250
1590,1590,1590,245,350,"6,1 ",250
1591,1591,1591,245,350,"5,9 ",250
1592,1592,1592,245,350,"5,9 ",250
1593,1593,1593,245,350,"6,1 ",250
1594,1594,1594,245,350,"6,1 ",250
1595,1595,1595,245,350,"5,9 ",250
1596,1596,1596,245,350,"6,1 ",250
1597,1597,1597,245,350,"5,7 ",250
1598,1598,1598,245,350,"5,7 ",250
1599,1599,1599,245,350,"5,8 ",250
1600,1600,1600,245,350,"5,8 ",250
1601,1601,1601,245,350,"5,7 ",250
1602,1602,1602,245,350,"5,7 ",250
1603,1603,1603,245,350,"5,8 ",250
1604,1604,1604,245,350,"5,8 ",250
1605,1605,1605,245,350,"5,7 ",250
1606,1606,1606,245,350,"5,7 ",250
1607,1607,1607,245,350,"5,8 ",250
1608,1608,1608,245,350,"5,8 ",250
1609,1609,1609,245,350,"5,7 ",250
1610,1610,1610,245,350,"5,7 ",250
1611,1611,1611,245,350,"5,8 ",250
1612,1612,1612,245,350,"5,8 ",250
1613,1613,1613,245,350,"5,7 ",250
1614,1614,1614,245,350,"5,8 ",250
1615,1615,1615,306,400,"5,5 ",250
1616,1616,1616,306,400,"5,5 ",250
1617,1617,1617,306,400,"5,5 ",250
1618,1618,1618,306,400,"5,5 ",250
1619,1619,1619,306,400,"5,5 ",250
1620,1620,1620,306,400,"5,5 ",250
1621,1621,1621,306,400,"5,5 ",250
1622,1622,1622,306,400,"5,5 ",250
1623,1623,1623,306,400,"5,5 ",250
1624,1624,1624,306,400,"5,5 ",250
1625,1625,1625,306,400,"5,5 ",250
1626,1626,1626,306,400,"5,5 ",250
1627,1627,1627,306,400,"5,5 ",250
1628,1628,1628,306,400,"5,5 ",250
1629,1629,1629,306,400,"5,5 ",250
1630,1630,1630,306,400,"5,5 ",250
1631,1631,1631,306,400,"5,5 ",250
1632,1632,1632,306,400,"5,5 ",250
1633,1633,1633,306,400,"5,5 ",250
1634,1634,1634,306,400,"5,5 ",250
1635,1635,1635,306,400,"5,3 ",250
1636,1636,1636,306,400,"5,3 ",250
1637,1637,1637,306,400,"5,0 ",250
1638,1638,1638,306,400,"5,0 ",250
1639,1639,1639,306,400,"5,3 ",250
1640,1640,1640,306,400,"5,3 ",250
1641,1641,1641,306,400,"5,0 ",250
1642,1642,1642,306,400,"5,0 ",250
1643,1643,1643,306,400,"5,3 ",250
1644,1644,1644,306,400,"5,3 ",250
1645,1645,1645,306,400,"5,0 ",250
1646,1646,1646,306,400,"5,0 ",250
1647,1647,1647,306,400,"5,3 ",250
1648,1648,1648,306,400,"5,3 ",250
1649,1649,1649,306,400,"5,0 ",250
1650,1650,1650,306,400,"5,0 ",250
1651,1651,1651,306,400,"5,3 ",250
1652,1652,1652,306,400,"5,3 ",250
1653,1653,1653,306,400,"5,0 ",250
1654,1654,1654,306,400,"5,0 ",250
1655,1655,1655,340,450,"5,3 ",250
1656,1656,1656,340,450,"5,3 ",250
1657,1657,1657,340,450,"5,3 ",250
1658,1658,1658,340,450,"5,3 ",250
1659,1659,1659,340,450,"5,3 ",250
1660,1660,1660,340,450,"5,3 ",250
1661,1661,1661,340,450,"5,3 ",250
1662,1662,1662,340,450,"5,3 ",250
1663,1663,1663,340,450,"5,3 ",250
1664,1664,1664,340,450,"5,3 ",250
1665,1665,1665,116,260,"10,9 ",202
1666,1666,1666,116,270,"10,7 ",205
1667,1667,1667,116,260,"11,2 ",202
1668,1668,1668,116,270,"10,6 ",204
1669,1669,1669,116,260,"10,9 ",202
1670,1670,1670,116,260,"11,2 ",202
1671,1671,1671,116,260,"10,9 ",202
1672,1672,1672,116,270,"10,7 ",205
1673,1673,1673,116,260,"11,2 ",202
1674,1674,1674,116,270,"10,6 ",204
1675,1675,1675,116,260,"10,9 ",202
1676,1676,1676,116,270,"10,7 ",205
1677,1677,1677,116,260,"11,2 ",202
1678,1678,1678,116,270,"10,6 ",204
1679,1679,1679,116,260,"10,9 ",202
1680,1680,1680,116,270,"10,7 ",205
1681,1681,1681,116,260,"11,2 ",202
1682,1682,1682,116,270,"10,6 ",204
1683,1683,1683,143,320,"9,0 ",212
1684,1684,1684,143,320,"9,0 ",212
1685,1685,1685,143,320,"9,2 ",212
1686,1686,1686,143,320,"9,2 ",212
1687,1687,1687,143,320,"9,2 ",212
1688,1688,1688,143,320,"9,0 ",212
1689,1689,1689,143,320,"9,2 ",212
1690,1690,1690,143,320,"9,2 ",212
1691,1691,1691,143,320,"9,0 ",212
1692,1692,1692,143,320,"9,0 ",212
1693,1693,1693,143,320,"9,2 ",212
1694,1694,1694,143,320,"9,2 ",212
1695,1695,1695,143,320,"9,2 ",212
1696,1696,1696,143,320,"9,0 ",212
1697,1697,1697,143,320,"9,0 ",212
1698,1698,1698,143,320,"9,2 ",212
1699,1699,1699,143,320,"9,2 ",212
1700,1700,1700,143,320,"9,2 ",212
1701,1701,1701,143,320,"9,0 ",212
1702,1702,1702,143,320,"9,0 ",212
1703,1703,1703,143,320,"9,2 ",212
1704,1704,1704,143,320,"9,2 ",212
1705,1705,1705,143,320,"9,2 ",212
1706,1706,1706,143,320,"9,0 ",212
1707,1707,1707,143,320,"9,2 ",212
1708,1708,1708,143,320,"9,0 ",212
1709,1709,1709,143,320,"9,2 ",212
1710,1710,1710,143,320,"9,0 ",212
1711,1711,1711,143,320,"9,2 ",212
1712,1712,1712,143,320,"9,0 ",212
1713,1713,1713,143,320,"9,2 ",212
1714,1714,1714,143,320,"9,0 ",212
1715,1715,1715,143,320,"9,2 ",212
1716,1716,1716,163,380,"8,0 ",230
1717,1717,1717,163,380,"8,0 ",230
1718,1718,1718,163,380,"8,1 ",225
1719,1719,1719,163,380,"8,1 ",225
1720,1720,1720,163,380,"8,0 ",230
1721,1721,1721,163,380,"8,1 ",225
1722,1722,1722,163,380,"8,0 ",230
1723,1723,1723,163,380,"8,0 ",230
1724,1724,1724,163,380,"8,1 ",225
1725,1725,1725,163,380,"8,1 ",225
1726,1726,1726,163,380,"8,0 ",230
1727,1727,1727,163,380,"8,0 ",230
1728,1728,1728,163,380,"8,1 ",225
1729,1729,1729,163,380,"8,1 ",225
1730,1730,1730,163,380,"8,0 ",230
1731,1731,1731,163,380,"8,0 ",230
1732,1732,1732,163,380,"8,1 ",225
1733,1733,1733,163,380,"8,1 ",225
1734,1734,1734,163,380,"8,0 ",230
1735,1735,1735,163,380,"8,1 ",225
1736,1736,1736,163,380,"8,0 ",230
1737,1737,1737,163,380,"8,1 ",225
1738,1738,1738,163,380,"8,0 ",230
1739,1739,1739,163,380,"8,1 ",225
1740,1740,1740,163,380,"8,0 ",230
1741,1741,1741,163,380,"8,1 ",225
1742,1742,1742,163,380,"8,0 ",230
1743,1743,1743,163,380,"8,1 ",225
1744,1744,1744,184,380,"7,5 ",235
1745,1745,1745,184,380,"7,5 ",235
1746,1746,1746,184,380,"7,6 ",230
1747,1747,1747,184,380,"7,6 ",230
1748,1748,1748,184,380,"7,5 ",235
1749,1749,1749,184,380,"7,6 ",230
1750,1750,1750,184,380,"7,5 ",235
1751,1751,1751,184,380,"7,5 ",235
1752,1752,1752,184,380,"7,6 ",230
1753,1753,1753,184,380,"7,6 ",230
1754,1754,1754,184,380,"7,5 ",235
1755,1755,1755,184,380,"7,5 ",235
1756,1756,1756,184,380,"7,6 ",230
1757,1757,1757,184,380,"7,6 ",230
1758,1758,1758,184,380,"7,5 ",235
1759,1759,1759,184,380,"7,5 ",235
1760,1760,1760,184,380,"7,6 ",230
1761,1761,1761,184,380,"7,6 ",230
1762,1762,1762,184,380,"7,5 ",235
1763,1763,1763,184,380,"7,6 ",230
1764,1764,1764,184,380,"7,5 ",235
1765,1765,1765,184,380,"7,6 ",230
1766,1766,1766,184,380,"7,5 ",235
1767,1767,1767,184,380,"7,6 ",230
1768,1768,1768,184,380,"7,5 ",235
1769,1769,1769,184,380,"7,6 ",230
1770,1770,1770,184,380,"7,5 ",235
1771,1771,1771,184,380,"7,6 ",230
1772,1772,1772,184,380,"7,5 ",233
1773,1773,1773,184,380,"7,4 ",228
1774,1774,1774,184,380,"7,5 ",233
1775,1775,1775,184,380,"7,4 ",228
1776,1776,1776,184,380,"7,5 ",233
1777,1777,1777,184,380,"7,4 ",228
1778,1778,1778,184,380,"7,5 ",233
1779,1779,1779,184,380,"7,4 ",228
1780,1780,1780,184,380,"7,5 ",233
1781,1781,1781,184,380,"7,4 ",228
1782,1782,1782,218,450,"6,8 ",245
1783,1783,1783,218,450,"6,8 ",245
1784,1784,1784,218,450,"6,6 ",245
1785,1785,1785,218,450,"6,6 ",245
1786,1786,1786,218,450,"6,8 ",245
1787,1787,1787,218,450,"6,6 ",245
1788,1788,1788,218,450,"6,8 ",245
1789,1789,1789,218,450,"6,8 ",245
1790,1790,1790,218,450,"6,6 ",245
1791,1791,1791,218,450,"6,6 ",245
1792,1792,1792,218,450,"6,8 ",245
1793,1793,1793,218,450,"6,8 ",245
1794,1794,1794,218,450,"6,6 ",245
1795,1795,1795,218,450,"6,6 ",245
1796,1796,1796,218,450,"6,8 ",245
1797,1797,1797,218,450,"6,8 ",245
1798,1798,1798,218,450,"6,6 ",245
1799,1799,1799,218,450,"6,6 ",245
1800,1800,1800,258,560,"5,6 ",250
1801,1801,1801,258,560,"5,6 ",250
1802,1802,1802,258,560,"5,6 ",250
1803,1803,1803,258,560,"5,6 ",250
1804,1804,1804,258,560,"5,6 ",250
1805,1805,1805,258,560,"5,6 ",250
1806,1806,1806,258,560,"5,6 ",250
1807,1807,1807,258,560,"5,6 ",250
1808,1808,1808,258,560,"5,6 ",250
1809,1809,1809,258,560,"5,6 ",250
1810,1810,1810,258,560,"5,6 ",250
1811,1811,1811,258,560,"5,6 ",250
1812,1812,1812,258,560,"5,6 ",250
1813,1813,1813,258,560,"5,6 ",250
1814,1814,1814,258,560,"5,3 ",250
1815,1815,1815,258,560,"5,3 ",250
1816,1816,1816,258,560,"5,3 ",250
1817,1817,1817,258,560,"5,3 ",250
1818,1818,1818,258,560,"5,3 ",250
1819,1819,1819,258,560,"5,3 ",250
1820,1820,1820,258,560,"5,3 ",250
1821,1821,1821,258,560,"5,3 ",250
1822,1822,1822,258,560,"5,3 ",250
1823,1823,1823,258,560,"5,3 ",250
1824,1824,1824,258,560,"5,3 ",250
1825,1825,1825,258,560,"5,3 ",250
1826,1826,1826,258,560,"5,3 ",250
1827,1827,1827,258,560,"5,3 ",250
1828,1828,1828,313,630,"4,8 ",250
1829,1829,1829,313,630,"4,8 ",250
1830,1830,1830,313,630,"4,8 ",250
1831,1831,1831,313,630,"4,8 ",250
1832,1832,1832,313,630,"4,8 ",250
1833,1833,1833,431,550,"4,3 ",250
1834,1834,1834,431,550,"4,1 ",250
1835,1835,1835,136,220,"9,4 ",210
1836,1836,1836,136,220,"9,3 ",210
1837,1837,1837,136,220,"9,4 ",210
1838,1838,1838,136,220,"9,3 ",210
1839,1839,1839,136,220,"9,4 ",210
1840,1840,1840,136,220,"9,3 ",210
1841,1841,1841,136,220,"9,4 ",210
1842,1842,1842,136,220,"9,3 ",210
1843,1843,1843,136,220,"9,4 ",210
1844,1844,1844,136,220,"9,3 ",210
1845,1845,1845,184,270,"7,5 ",233
1846,1846,1846,184,270,"7,5 ",228
1847,1847,1847,184,270,"7,5 ",233
1848,1848,1848,184,270,"7,5 ",228
1849,1849,1849,184,270,"7,5 ",233
1850,1850,1850,184,270,"7,5 ",228
1851,1851,1851,184,270,"7,5 ",233
1852,1852,1852,184,270,"7,5 ",228
1853,1853,1853,184,270,"7,5 ",233
1854,1854,1854,184,270,"7,5 ",228
1855,1855,1855,184,270,"7,6 ",225
1856,1856,1856,184,270,"7,7 ",223
1857,1857,1857,184,270,"7,6 ",225
1858,1858,1858,184,270,"7,7 ",223
1859,1859,1859,184,270,"7,6 ",225
1860,1860,1860,184,270,"7,7 ",223
1861,1861,1861,184,270,"7,6 ",225
1862,1862,1862,184,270,"7,7 ",223
1863,1863,1863,184,270,"7,6 ",225
1864,1864,1864,184,270,"7,7 ",223
1865,1865,1865,245,350,"6,0 ",250
1866,1866,1866,245,350,"6,0 ",250
1867,1867,1867,245,350,"6,0 ",250
1868,1868,1868,245,350,"6,0 ",250
1869,1869,1869,245,350,"6,0 ",250
1870,1870,1870,245,350,"6,0 ",250
1871,1871,1871,245,350,"6,0 ",250
1872,1872,1872,245,350,"6,0 ",250
1873,1873,1873,245,350,"6,0 ",250
1874,1874,1874,245,350,"6,0 ",250
1875,1875,1875,245,350,"6,0 ",250
1876,1876,1876,245,350,"6,0 ",250
1877,1877,1877,245,350,"6,0 ",250
1878,1878,1878,245,350,"6,0 ",250
1879,1879,1879,245,350,"6,0 ",250
1880,1880,1880,245,350,"6,0 ",250
1881,1881,1881,245,350,"6,0 ",250
1882,1882,1882,245,350,"6,0 ",250
1883,1883,1883,245,350,"6,0 ",250
1884,1884,1884,245,350,"6,0 ",250
1885,1885,1885,245,350,"5,9 ",250
1886,1886,1886,245,350,"6,1 ",246
1887,1887,1887,245,350,"5,9 ",250
1888,1888,1888,245,350,"6,1 ",246
1889,1889,1889,245,350,"5,9 ",250
1890,1890,1890,245,350,"6,1 ",246
1891,1891,1891,245,350,"5,9 ",250
1892,1892,1892,245,350,"6,1 ",246
1893,1893,1893,245,350,"5,9 ",250
1894,1894,1894,245,350,"6,1 ",246
1895,1895,1895,306,400,"5,5 ",250
1896,1896,1896,306,400,"5,5 ",250
1897,1897,1897,306,400,"5,2 ",250
1898,1898,1898,306,400,"5,2 ",250
1899,1899,1899,306,400,"5,5 ",250
1900,1900,1900,306,400,"5,5 ",250
1901,1901,1901,306,400,"5,2 ",250
1902,1902,1902,306,400,"5,2 ",250
1903,1903,1903,306,400,"5,5 ",250
1904,1904,1904,306,400,"5,5 ",250
1905,1905,1905,306,400,"5,2 ",250
1906,1906,1906,306,400,"5,2 ",250
1907,1907,1907,306,400,"5,5 ",250
1908,1908,1908,306,400,"5,5 ",250
1909,1909,1909,306,400,"5,2 ",250
1910,1910,1910,306,400,"5,2 ",250
1911,1911,1911,306,400,"5,5 ",250
1912,1912,1912,306,400,"5,5 ",250
1913,1913,1913,306,400,"5,2 ",250
1914,1914,1914,306,400,"5,2 ",250
1915,1915,1915,306,400,"5,1 ",250
1916,1916,1916,306,400,"5,1 ",250
1917,1917,1917,306,400,"5,1 ",250
1918,1918,1918,306,400,"5,1 ",250
1919,1919,1919,306,400,"5,1 ",250
1920,1920,1920,306,400,"5,1 ",250
1921,1921,1921,306,400,"5,1 ",250
1922,1922,1922,306,400,"5,1 ",250
1923,1923,1923,306,400,"5,1 ",250
1924,1924,1924,306,400,"5,1 ",250
1925,1925,1925,116,260,"11,2 ",200
1926,1926,1926,116,270,"11,2 ",200
1927,1927,1927,116,260,"11,1 ",198
1928,1928,1928,116,270,"11,1 ",198
1929,1929,1929,116,260,"11,2 ",200
1930,1930,1930,116,260,"11,1 ",198
1931,1931,1931,116,260,"11,2 ",200
1932,1932,1932,116,270,"11,2 ",200
1933,1933,1933,116,260,"11,1 ",198
1934,1934,1934,116,270,"11,1 ",198
1935,1935,1935,116,260,"11,2 ",200
1936,1936,1936,116,270,"11,2 ",200
1937,1937,1937,116,260,"11,1 ",198
1938,1938,1938,116,270,"11,1 ",198
1939,1939,1939,116,260,"11,2 ",200
1940,1940,1940,116,270,"11,2 ",200
1941,1941,1941,116,260,"11,1 ",198
1942,1942,1942,116,270,"11,1 ",198
1943,1943,1943,143,320,"9,2 ",210
1944,1944,1944,143,320,"9,2 ",210
1945,1945,1945,143,320,"9,2 ",210
1946,1946,1946,143,320,"9,2 ",210
1947,1947,1947,143,320,"9,6 ",206
1948,1948,1948,143,320,"9,2 ",210
1949,1949,1949,143,320,"9,2 ",210
1950,1950,1950,143,320,"9,6 ",206
1951,1951,1951,143,320,"9,2 ",210
1952,1952,1952,143,320,"9,2 ",210
1953,1953,1953,143,320,"9,2 ",210
1954,1954,1954,143,320,"9,2 ",210
1955,1955,1955,143,320,"9,6 ",206
1956,1956,1956,143,320,"9,2 ",210
1957,1957,1957,143,320,"9,2 ",210
1958,1958,1958,143,320,"9,2 ",210
1959,1959,1959,143,320,"9,2 ",210
1960,1960,1960,143,320,"9,6 ",206
1961,1961,1961,143,320,"9,2 ",210
1962,1962,1962,143,320,"9,2 ",210
1963,1963,1963,143,320,"9,2 ",210
1964,1964,1964,143,320,"9,2 ",210
1965,1965,1965,143,320,"9,6 ",206
1966,1966,1966,143,320,"9,2 ",210
1967,1967,1967,143,320,"9,2 ",210
1968,1968,1968,143,320,"9,2 ",210
1969,1969,1969,143,320,"9,2 ",210
1970,1970,1970,143,320,"9,2 ",210
1971,1971,1971,143,320,"9,2 ",210
1972,1972,1972,143,320,"9,2 ",210
1973,1973,1973,143,320,"9,2 ",210
1974,1974,1974,143,320,"9,2 ",210
1975,1975,1975,143,320,"9,2 ",210
1976,1976,1976,163,380,"8,3 ",222
1977,1977,1977,163,380,"8,3 ",222
1978,1978,1978,163,380,"8,2 ",222
1979,1979,1979,163,380,"8,2 ",222
1980,1980,1980,163,380,"8,3 ",222
1981,1981,1981,163,380,"8,2 ",222
1982,1982,1982,163,380,"8,3 ",222
1983,1983,1983,163,380,"8,3 ",222
1984,1984,1984,163,380,"8,2 ",222
1985,1985,1985,163,380,"8,2 ",222
1986,1986,1986,163,380,"8,3 ",222
1987,1987,1987,163,380,"8,3 ",222
1988,1988,1988,163,380,"8,2 ",222
1989,1989,1989,163,380,"8,2 ",222
1990,1990,1990,163,380,"8,3 ",222
1991,1991,1991,163,380,"8,2 ",222
1992,1992,1992,163,380,"8,3 ",222
1993,1993,1993,163,380,"8,2 ",222
1994,1994,1994,163,380,"8,3 ",222
1995,1995,1995,163,380,"8,2 ",222
1996,1996,1996,163,380,"8,3 ",222
1997,1997,1997,163,380,"8,2 ",222
1998,1998,1998,184,380,"7,7 ",230
1999,1999,1999,184,380,"7,7 ",230
2000,2000,2000,184,380,"7,6 ",226
2001,2001,2001,184,380,"7,6 ",226
2002,2002,2002,184,380,"7,7 ",230
2003,2003,2003,184,380,"7,6 ",226
2004,2004,2004,184,380,"7,7 ",230
2005,2005,2005,184,380,"7,7 ",230
2006,2006,2006,184,380,"7,6 ",226
2007,2007,2007,184,380,"7,6 ",226
2008,2008,2008,184,380,"7,7 ",230
2009,2009,2009,184,380,"7,7 ",230
2010,2010,2010,184,380,"7,6 ",226
2011,2011,2011,184,380,"7,6 ",226
2012,2012,2012,184,380,"7,7 ",230
2013,2013,2013,184,380,"7,7 ",230
2014,2014,2014,184,380,"7,6 ",226
2015,2015,2015,184,380,"7,6 ",226
2016,2016,2016,184,380,"7,7 ",230
2017,2017,2017,184,380,"7,6 ",226
2018,2018,2018,184,380,"7,7 ",230
2019,2019,2019,184,380,"7,6 ",226
2020,2020,2020,184,380,"7,7 ",230
2021,2021,2021,184,380,"7,6 ",226
2022,2022,2022,184,380,"7,7 ",230
2023,2023,2023,184,380,"7,6 ",226
2024,2024,2024,184,380,"7,7 ",230
2025,2025,2025,184,380,"7,6 ",226
2026,2026,2026,184,380,"7,8 ",228
2027,2027,2027,184,380,"7,7 ",222
2028,2028,2028,184,380,"7,8 ",228
2029,2029,2029,184,380,"7,7 ",222
2030,2030,2030,184,380,"7,8 ",228
2031,2031,2031,184,380,"7,7 ",222
2032,2032,2032,184,380,"7,8 ",228
2033,2033,2033,184,380,"7,7 ",222
2034,2034,2034,184,380,"7,8 ",228
2035,2035,2035,184,380,"7,7 ",222
2036,2036,2036,218,450,"6,9 ",238
2037,2037,2037,218,450,"6,9 ",238
2038,2038,2038,218,450,"6,7 ",238
